time,title,title_en,content,content_en
2020/01/08,恭喜林怡欣教授獲Facebook Distinguished Faculty Award,,1月8日，林怡欣教授接獲美國Facebook通知，因其教學與研究之成果表現，獲得Facebook Distinguished Faculty Award，以及獎金22000美元。,
